primaryName,birthYear,nconst,deathYear,primaryProfession,knownForTitles,Ethnicity
Peter McDonald,1972,nm0567945,\N,"actor,writer,director","tt1877830,tt2573858,tt1866218,tt1226271",NA
Peter Mullan,1959,nm0611932,\N,"actor,director,writer","tt0206634,tt1568911,tt0318411,tt1204340","Scottish, likely Irish"
Peter O'Toole,1932,nm0000564,2013,"actor,soundtrack,producer","tt0063227,tt0332452,tt0081568,tt0056172",NA
Peter Outerbridge,1966,nm0653660,\N,"actor,miscellaneous,soundtrack","tt1233227,tt0106611,tt0938330,tt0425210","*English, Scottish (father)
*Swedish (mother)"
Peter Paige,1969,nm0656739,\N,"producer,writer,actor","tt0401385,tt2262532,tt7820906,tt0262985",NA
Peter Riegert,1947,nm0726200,\N,"actor,director,writer","tt0110475,tt0181865,tt0102603,tt0077975",Ashkenazi Jewish
Peter Sarsgaard,1971,nm0765597,\N,"actor,producer","tt0333766,tt0362269,tt1133985,tt0323944","Danish (one eighth), Norwegian (one eighth), English, German, Irish, Scots-Irish/Northern Irish, Austrian"
Peter Scanavino,1980,nm1813581,\N,actor,"tt2347569,tt1481572,tt0098844,tt0800240","Italian (one quarter), French, German, Danish, English, smaller amounts of Scottish, Scots-Irish/Northern Irish, and Welsh"
Peter Stormare,1953,nm0001780,\N,"actor,writer,producer","tt0355295,tt0120591,tt0116282,tt0360486",Swedish
Peter Tahoe,1970,nm2312398,\N,"actor,art_department,director","tt4685428,tt1136684,tt3053086,tt3066840",NA
Peter Vack,1986,nm0114430,\N,"actor,writer,director","tt6098486,tt3375426,tt1786751,tt0888006","*father – Swedish, Scottish, English, German
*mother – Ashkenazi Jewish"
Peter Vaughan,1923,nm0891092,2016,"actor,soundtrack","tt0067800,tt0088846,tt0081633,tt0795368",NA
Peter Weller,1947,nm0000693,\N,"actor,director,soundtrack","tt0102511,tt0100502,tt0086856,tt0093870","English, German, Irish, French"
Peter Wingfield,1962,nm0935057,\N,"actor,stunts","tt0327554,tt0103442,tt0290334,tt0144964",NA
Petr Ratimec,\N,nm1996295,\N,actor,"tt0355295,tt0472727",NA
Petra Westen,\N,nm0922529,\N,"actress,assistant_director","tt4776564,tt0230252,tt1722474",NA
Petra Yared,1979,nm0418664,\N,"actress,soundtrack,miscellaneous","tt1822469,tt0108929,tt0108709,tt0112073",NA
Peyton List,1998,nm2572554,\N,"actress,soundtrack,director","tt0988595,tt4591680,tt1650043,tt2023453","German, English, Scottish, 1/32 Danish, distant Welsh, remote French"
Pfeifer Brown,\N,nm6018502,\N,actress,"tt3596224,tt2309260,tt3854186,tt7473716",NA
Phat Trieu Hoang,\N,nm0387474,\N,actor,"tt0273108,tt0138874",NA
Phedra Syndelle,\N,nm6328298,\N,"stunts,actress,writer","tt3501632,tt4154796,tt4154756,tt6791350",NA
Phil Abrams,\N,nm0009223,\N,"actor,art_department,producer","tt1416765,tt1742044,tt7210448,tt8526872",NA
Phil Austin,\N,nm1971070,\N,actor,"tt4191580,tt2355495,tt2302755,tt1517260",NA
Phil Burke,\N,nm2007230,\N,actor,"tt1699748,tt1758830,tt3194590,tt4277268",NA
Phil Lewis,\N,nm4171604,\N,"camera_department,miscellaneous,actor","tt1558986,tt1843209,tt2419610,tt3006588",NA
Phil McKee,\N,nm0571204,\N,"actor,miscellaneous","tt1217209,tt0800320,tt0829150,tt0151137",NA
Philip Akin,1950,nm0015370,\N,"actor,miscellaneous","tt0164184,tt0110955,tt1234721,tt0861689",NA
Philip Baker Hall,1931,nm0001311,2022,"actor,soundtrack","tt0175880,tt0118749,tt0119256,tt0120812","English, some German and Scots-Irish/Northern Irish, likely some African-American"
Philip Bosco,1930,nm0097842,2018,actor,"tt0091541,tt0096463,tt0116313,tt0775529","*Italian (father)
*German (mother)"
Philip Boyd,1975,nm0101880,\N,"actor,writer","tt2729716,tt7784788,tt4286666,tt1984119",NA
Philip Marlatt,\N,nm1635088,\N,"production_manager,producer,actor","tt1730704,tt1732514,tt6133132,tt2075328",NA
Philip Rayburn Smith,\N,nm0809609,\N,actor,"tt1578275,tt0146882,tt0455275,tt4218572",NA
Philip Seymour Hoffman,1967,nm0000450,2014,"actor,producer,soundtrack","tt1560747,tt0181875,tt0379725,tt0472062","Irish, English, German, Dutch, as well as 1/1024th Polish"
Philip Willingham,\N,nm0932245,2014,"actor,stunts","tt2569548,tt2330202,tt1136822,tt2450056",NA
Philippe Angers,\N,nm0029798,\N,"director,actor,camera_department","tt0103522,tt0173957,tt0118415",NA
Philippe Brenninkmeyer,1964,nm0107531,\N,"actor,producer,writer","tt2304953,tt0804503,tt0247745,tt0486551",NA
Phillip Adekunle Michael,\N,nm6750039,\N,actor,"tt3735554,tt7602376",NA
Phillip Albrecht,\N,nm3456417,\N,"actor,producer","tt1433343,tt1839426",NA
Phillip Andre Botello,\N,nm1850901,\N,"actor,producer","tt0452046,tt1201167,tt7339248,tt5742712",NA
Phillip Rhee,1960,nm0722221,\N,"actor,producer,visual_effects","tt0130370,tt0112483,tt3150574,tt0096913",NA
Phylicia Rashad,1948,nm0711118,\N,"actress,soundtrack,producer","tt3076658,tt1405500,tt0086687,tt6343314",African-American
Phyllis Alexion,1923,nm0018969,2008,actress,"tt0195489,tt0095357,tt0462395,tt0094559",NA
Phyllis Munro,\N,nm4023145,\N,"actress,miscellaneous,producer","tt2149360,tt2404791,tt1991099,tt2191888",NA
Phyllis Spielman,\N,nm6607260,\N,"actress,producer,production_manager","tt7838654,tt3053228,tt8980736,tt5702566",NA
Phyllis Workman,\N,nm2080082,\N,actress,tt0454792,NA
Pickles Moss,\N,nm6393989,\N,actor,tt2417650,NA
Pierce Brosnan,1953,nm0000112,\N,"actor,producer,soundtrack","tt0155267,tt0795421,tt0143145,tt0120347",Irish
Pierce Gagnon,\N,nm3163952,\N,actor,"tt2870708,tt1276104,tt1964418,tt2357291",NA
Pierson Fode,1991,nm4943457,\N,actor,"tt11671006,tt6145774,tt18071996,tt3282858","German, smaller amounts of Dutch and English"
Pieter Van Nieuwenhuyze,\N,nm2053772,\N,actor,"tt0217205,tt12603936,tt1442562,tt0481273",NA
Pip Torrens,1960,nm0868476,\N,"actor,soundtrack","tt0107943,tt0414387,tt2488496,tt0120347",NA
Piper Laurie,1932,nm0001453,\N,"actress,soundtrack,director","tt0098936,tt0074285,tt0054997,tt0133751",Ashkenazi Jewish
Piper Perabo,1976,nm0005305,\N,"actress,producer","tt6189022,tt0200550,tt0482571,tt4236770","*50% Norwegian
*37.5% German
*12.5% mix of Irish and English"
Pippa Black,1982,nm1569147,\N,"actress,miscellaneous","tt1593756,tt0088580,tt2396436,tt0203259",NA
Pixie Davies,2006,nm5177929,\N,"actress,soundtrack","tt5028340,tt2372220,tt4122068,tt1935859",NA
Pledgure Duoshun,\N,nm1981262,\N,actor,tt0402223,NA
Polly Walker,1966,nm0908116,\N,"actress,soundtrack","tt0800320,tt0384766,tt0105112,tt0116191",NA
Pollyanna McIntosh,1979,nm1717573,\N,"actress,writer,director","tt3729898,tt1520211,tt10148174,tt1714208",NA
Pom Klementieff,1986,nm2962353,\N,"actress,writer","tt4154756,tt3896198,tt1321511","*father – Russian, French
*mother – Korean"
Pooja S.M.,\N,nm7472610,\N,actor,tt4881362,NA
Poppy Montgomery,1972,nm0599889,\N,"actress,producer,executive","tt0321021,tt1842530,tt1979269,tt0254890","Irish, English or Scottish"
Portia Doubleday,1988,nm0234668,\N,"actress,producer,soundtrack","tt1798709,tt0403702,tt1939659,tt0983946","German, English, Scottish, Swiss-German"
Powers Boothe,1948,nm0000959,2017,"actor,soundtrack","tt0401792,tt0848228,tt0108358,tt0114576","English, some Scots-Irish/Northern Irish, distant German and Dutch"
Pras Michel,1972,nm0695247,\N,"soundtrack,actor,producer","tt0490181,tt0132347,tt0216772,tt0118798",NA
Preston Jones,1983,nm1171144,\N,actor,"tt5622630,tt0844441,tt1319733",NA
Priscilla Garita,\N,nm0004948,\N,actress,"tt3502248,tt2249007,tt2226417,tt7820906",NA
Priscilla Lopez,1948,nm0520171,\N,"actress,soundtrack,music_department","tt0252076,tt0093857,tt2286988,tt0375145",NA
Priya Darshini,1983,nm2899974,\N,"actress,music_department,editorial_department","tt1445208,tt1131728,tt16246472,tt0433416",NA
Promise LaMarco,1972,nm0501114,\N,"actress,art_department","tt0401462,tt0151239,tt0171825,tt2069955",NA
Pruitt Taylor Vince,1960,nm0898546,\N,"actor,director","tt0309698,tt0099871,tt0360486,tt0092563",NA
Puja,\N,nm2223845,\N,"actress,writer,producer","tt0065272,tt2207484,tt20673102,tt6657214",NA
Q'orianka Kilcher,1990,nm0452963,\N,"actress,producer,soundtrack","tt0402399,tt1646225,tt1185344,tt5073642","*father – Peruvian [Quechua, Huachipaeri]
*mother – Swiss-German, Swiss-French"
Queen Latifah,1970,nm0001451,\N,"actress,producer,music_department","tt0316732,tt0427327,tt0305669,tt0299658","African-American, some European"
Quese IMC,\N,nm5886488,\N,"music_department,actor","tt1201135,tt0893331,tt5833848",NA
Quinn Lord,1999,nm2051265,\N,"actor,soundtrack,producer","tt1740299,tt5604902,tt0862856,tt1843230",NA
Quinn McColgan,\N,nm3824412,\N,"actress,soundtrack,stunts","tt2024469,tt3467412,tt1492030,tt2279339",NA
R. Kelly,1967,nm0005084,\N,"music_artist,soundtrack,composer","tt0117705,tt0123964,tt0491587,tt1042567",African-American
R. Lee Ermey,1944,nm0000388,2018,"actor,miscellaneous,producer","tt0324216,tt0093058,tt0095647,tt0114369","German, English, smaller amounts of Scots-Irish/Northern Irish, Irish, Welsh, Dutch, and Swiss-German"
R.A. Mihailoff,1956,nm0586133,\N,"actor,producer,stunts","tt0106793,tt3831636,tt0095519,tt0099994",NA
R.D. Reid,1944,nm0717395,2017,"actor,director,writer","tt0848557,tt0805564,tt0363547,tt0120693",NA
R.H. Thomson,1947,nm0861075,\N,"actor,soundtrack,stunts","tt5421602,tt0084117,tt0157704,tt1352824",NA
Rachael Harris,1968,nm0006713,\N,"actress,camera_department,soundtrack","tt1632701,tt4052886,tt1119646,tt1196141","English, Scottish, some German, French, and Irish"
Rachael Leigh Cook,1979,nm0000337,\N,"actress,producer,writer","tt5659816,tt0331811,tt0160862,tt11100856","*father – English, Irish, one quarter Ashkenazi Jewish, distant French Huguenot and German
*mother – Italian, including Sicilian"
Rachael Murphy,\N,nm2980882,\N,"actress,producer,director","tt6460134,tt1034305,tt0092325,tt2193167",NA
Rachael Soglin,\N,nm4394885,\N,"actress,soundtrack","tt4459758,tt3033536,tt8541460,tt6395628",NA
Rachael Taylor,1984,nm1592225,\N,"actress,writer,producer","tt0803061,tt0418279,tt1850397,tt0437179",English
Rachel Alig,\N,nm4131336,\N,"actress,stunts","tt9701124,tt7044076,tt7629464,tt6604106",NA
Rachel Bilson,1981,nm1377375,\N,"actress,producer","tt0434139,tt0362359,tt0489099,tt1758795","*Ashkenazi Jewish (father)
*Italian (mother)"
Rachel Black,\N,nm1968234,\N,"actress,producer","tt4846232,tt1194173,tt0465538,tt0454848",NA
Rachel Blakely,1968,nm0086800,\N,"actress,soundtrack","tt0172061,tt0980970,tt0240278,tt0117786",NA
Rachel Blanchard,1976,nm0004761,\N,actress,"tt0863046,tt14016500,tt2802850,tt0387764","possibly English, other"
Rachel Brosnahan,1990,nm3014031,\N,"actress,producer,soundtrack","tt5788792,tt2025690,tt1856010,tt4572514","Irish, English, as well as 1/16th French"
Rachel Dratch,1966,nm0237222,\N,"actress,soundtrack,miscellaneous","tt1564367,tt0814331,tt8169446,tt0389860",Ashkenazi Jewish
Rachel Griffiths,1968,nm0341737,\N,"actress,producer,writer","tt0248654,tt0110598,tt2119532,tt0265662",NA
Rachel Hardisty,1983,nm1988598,\N,"actress,writer","tt1663631,tt4687276,tt3133246,tt0469966",NA
Rachel Harker,\N,nm1408895,\N,actress,"tt2647544,tt1058017,tt0492956,tt0373459",NA
Rachel Hayward,\N,nm0371787,\N,actress,"tt2543472,tt0213327,tt0283203,tt0182587",NA
Rachel Hendrix,1985,nm3598337,\N,"actress,producer,director","tt8762206,tt1720182,tt2414822,tt5764846",NA
Rachel Howe,\N,nm1852529,\N,"make_up_department,actress","tt0444736,tt11285280,tt1570989",NA
Rachel Hunter,1969,nm0005035,\N,"actress,producer,soundtrack","tt0473365,tt0800183,tt0202470,tt0437863",NA
Rachel Kitson,\N,nm3144419,\N,actress,"tt1290082,tt4856980",NA
Rachel McAdams,1978,nm1046097,\N,"actress,soundtrack","tt0377092,tt0988045,tt0332280,tt0421239",NA
Rachel Miner,1980,nm0001540,\N,"actress,producer","tt0387877,tt0044265,tt1234541,tt0242193",NA
Rachel Nichols,1980,nm0629697,\N,"actress,producer","tt0384806,tt1954347,tt0796366,tt1046173","English, French-Canadian (one quarter), Italian (3/16ths), German, Northern Irish, Scottish"
Rachel O'Rourke,\N,nm0642573,\N,actress,tt0158011,NA
Rachel Riley,\N,nm1239713,\N,"actress,producer,writer","tt2303110,tt11416582,tt12973010,tt2905674",NA
Rachel Robinson,\N,nm3156134,\N,"miscellaneous,actress","tt1296373,tt1045778,tt1038072,tt1652349",NA
Rachel Specter,1980,nm1576090,\N,"producer,actress,writer","tt0852713,tt1564367,tt4094300,tt0926129",Ashkenazi Jewish
Rachel Ward,1957,nm0001829,\N,"actress,director,writer","tt0085101,tt0083798,tt0083064,tt0086859","English, some Scottish, Northern Irish, French, distant Dutch"
Rachel Weisz,1970,nm0001838,\N,"actress,producer,soundtrack","tt3464902,tt0120616,tt0387131,tt0414993","*father – Ashkenazi Jewish
*mother – Ashkenazi Jewish and Austrian-Italian"
Rachel Wilson,1977,nm0933987,\N,"actress,producer,assistant_director","tt0221218,tt0145660,tt0134618,tt4687108",NA
Rachele Brooke Smith,1987,nm2855957,\N,"actress,producer","tt3799694,tt1228705,tt16235342,tt0974661","Lithuanian (maternal grandfather), English, Irish, Scottish, distant Dutch"
Rachelle Dimaria,\N,nm3269588,\N,"actress,producer,writer","tt7246316,tt8637302,tt9000438,tt3830574",NA
Rachelle Lefevre,1979,nm0498956,\N,"actress,soundtrack","tt1099212,tt2334879,tt1259571,tt1423894","*father – French, Northern Irish
*mother – Ashkenazi Jewish"
Rade Serbedzija,1946,nm0784884,\N,"actor,soundtrack,director","tt0372784,tt0120053,tt0120755,tt0208092",NA
Radha Mitchell,1973,nm0593664,\N,"actress,producer,director","tt0384537,tt0134847,tt0479528,tt0328107","Scottish and/or English, possibly other"
Radhika Apte,1985,nm2331000,\N,"actress,writer,director","tt14182442,tt12567088,tt8108198,tt3043252",NA
Rae Becka,\N,nm3068318,\N,"actress,writer,costume_department","tt3498886,tt5818272,tt3959574",NA
Rae Dawn Chong,1961,nm0001044,\N,"actress,soundtrack,director","tt0088939,tt0082484,tt0088944,tt0100740","*25% Chinese
*25% Scottish, English
*50% African-American"
Rafe Spall,1983,nm1245863,\N,actor,"tt5638642,tt0425112,tt1596363,tt0454876",English
Rafer Weigel,1969,nm0917838,\N,actor,"tt0160910,tt0201776,tt0277027,tt0141105",NA
Raffaella Bánsági,\N,nm1028439,\N,actress,tt0221799,NA
Raffaello Degruttola,\N,nm0214860,\N,"actor,director,producer","tt1734493,tt1979320,tt0830515,tt14078108",NA
Rafi Gavron,1989,nm1969169,\N,"actor,stunts,soundtrack","tt0443456,tt1517451,tt1366365,tt0981227","*father – Ashkenazi Jewish
*mother – French-Canadian, Austrian or Austrian Jewish"
Raghuvir Joshi,\N,nm3832790,\N,"assistant_director,director,miscellaneous","tt2555736,tt5461944,tt0787524,tt1412386",NA
Rahart Adams,1996,nm5542761,\N,actor,"tt5460068,tt16418896,tt2557478,tt2761354","Pashtun Pakistani, Maltese"
Rainn Wilson,1966,nm0933988,\N,"actor,producer,director","tt2490326,tt0386676,tt0465624,tt1512235","Dutch (at least 37.5%), one quarter Norwegian, English, one eighth Swedish"
Raleigh Holmes,1989,nm4817490,\N,"soundtrack,actress","tt3059140,tt3038252,tt2481284,tt3038416",NA
Ralph Brown,1957,nm0114460,\N,"actor,writer,producer","tt0094336,tt0108525,tt0204313,tt0120915",NA
Ralph Fiennes,1962,nm0000146,\N,"actor,director,producer","tt2278388,tt0387131,tt1372686,tt0108052","English, Northern Irish, Irish, Scottish"
Ralph Macchio,1961,nm0001494,\N,"actor,producer,director","tt0086066,tt0097647,tt0091326,tt0087538","*75% Italian
*25% Greek"
Rami Malek,1981,nm1785339,\N,"actor,producer,soundtrack","tt5093026,tt2369135,tt4158110,tt1727824","*87.5% Egyptian
*12.5% Greek"
Ramon Camacho,\N,nm2259060,\N,actor,"tt7529770,tt10895658,tt13833978,tt1855199",NA
Ramon O. Torres,\N,nm4709176,\N,"actor,producer,writer","tt6378942,tt12680508,tt4604328,tt21337754",NA
Ramón Rodríguez,1979,nm1913125,\N,"actor,producer,director","tt7200324,tt2369135,tt1055369,tt1217613",NA
Rana Sultan,\N,nm2630303,\N,actress,"tt2004405,tt1017428",NA
Rance Howard,1928,nm0397555,2017,"actor,writer,producer","tt0841046,tt0105698,tt0122718,tt1821549",NA
Randall Archer,\N,nm1313581,\N,"stunts,actor,miscellaneous","tt1748227,tt4154796,tt5095030,tt7737786",NA
Randall Batinkoff,1968,nm0000871,\N,"actor,producer,director","tt0119874,tt2357144,tt0103893,tt0105327",Ashkenazi Jewish
Randy Birch,\N,nm0083287,\N,"actor,stunts","tt0281373,tt0250214,tt0271580,tt0184894",NA
Randy Couture,1963,nm1330276,\N,"actor,stunts,producer","tt0490086,tt1320253,tt2333784,tt1764651","French-Canadian (great-great-grandfather), English, some German, distant Dutch"
Randy Harrison,1977,nm0365826,\N,"actor,producer,director","tt5334390,tt0262985,tt0288439,tt3759182","English, small amount of German, distant Dutch and French"
Randy J. Blair,\N,nm3950995,\N,actor,"tt1782408,tt1663675,tt1916735,tt2912118",NA
Randy King,\N,nm1392550,\N,actor,tt0330136,NA
Randy McCleary,\N,nm3841751,\N,music_department,tt0814086,NA
Randy Quaid,1950,nm0001642,\N,"actor,soundtrack,producer","tt0116778,tt0070290,tt0116629,tt0097958","English, some Scottish, Scots-Irish/Northern Irish, Irish, and German"
Randy Russell,\N,nm0751397,\N,"actor,writer,producer","tt0112345,tt0379593,tt0911024,tt0972855",NA
Randy Spence,1975,nm1267108,\N,"actor,miscellaneous,director","tt1856010,tt2543328,tt6483832,tt9174558",NA
Randy Springer,\N,nm3016736,\N,"actor,writer,producer","tt2461126,tt2124727,tt4300718,tt3125220",NA
Randy Travis,1959,nm0871430,\N,"music_artist,actor,soundtrack","tt0119978,tt0465234,tt0120647,tt0398375",NA
Randy Wayne,1981,nm1357477,\N,"actor,producer,production_manager","tt1270286,tt1723808,tt5476182,tt0800328",NA
Rane Jameson,1982,nm2628409,\N,"actor,director,writer","tt4875962,tt7212878,tt4052886,tt8835200",NA
Raoul Bova,1971,nm0100556,\N,"actor,producer,director","tt0328589,tt1630637,tt0370263,tt1866205",Italian
Raoul Max Trujillo,1955,nm0874232,\N,"actor,producer,miscellaneous","tt1411250,tt5719748,tt0472043,tt0402399",NA
Raquel Castro,1994,nm1211485,\N,"actress,soundtrack,writer","tt1839337,tt3228904,tt0300051,tt1595859","*father – Puerto Rican
*mother – Ashkenazi Jewish, Italian"
Raquel Gardner,\N,nm0307074,\N,"actress,director,producer","tt0120770,tt9153270,tt0413573,tt2364582",NA
Raquel Welch,1940,nm0000079,2023,"actress,soundtrack,producer","tt0061653,tt0072281,tt0068675,tt0066115","*father – Bolivian
*mother – English, as well as distant Welsh and Scottish"
Rashaan Nall,1980,nm0620558,\N,"actor,soundtrack","tt0815847,tt0325982,tt0450907,tt0286486",NA
Rashad Evans,1979,nm2087237,\N,actor,"tt1597033,tt1430812,tt7638348,tt1291584",NA
Rasmus Hardiker,1985,nm1727356,\N,"actor,music_department,soundtrack","tt0757084,tt1240982,tt1362058,tt3138604",NA
Ratani Khan,\N,nm3743285,\N,actress,"tt3122842,tt1567647,tt1700717,tt1565987",NA
Raul A. Reyes,\N,nm1053118,\N,actor,"tt0273300,tt0165042,tt8134470,tt2741602",NA
Raúl Castillo,1977,nm1950004,\N,"actor,producer",tt7681824,NA
Raul Torres,\N,nm3814994,\N,"actor,producer,assistant_director","tt10327830,tt5675620,tt4270492,tt2741602",NA
Raven-Symoné,1985,nm0712368,\N,"actress,producer,music_department","tt0240462,tt6311972,tt0368933,tt0300865",NA
Ravil Isyanov,1962,nm0411570,2021,"actor,soundtrack","tt0113189,tt1034303,tt0267626,tt1399103",NA
Raviv Ullman,1986,nm0880504,\N,actor,"tt0340281,tt0460777,tt0393596,tt0211323",Ashkenazi Jewish
Ray 'Boom Boom' Mancini,1961,nm0541509,\N,"actor,producer","tt3630962,tt0105597,tt0086827,tt5696066",NA
Ray Brown,\N,nm0114480,\N,"camera_department,cinematographer,actor","tt0191397,tt0362478,tt1951264,tt0384286",NA
Ray Griggs,\N,nm2050708,\N,"producer,director,writer","tt1640694,tt1600212,tt1161064,tt0993770",NA
Ray Liotta,1954,nm0000501,2022,"actor,producer,soundtrack","tt0272207,tt0365686,tt0091983,tt0099685","Scottish, other"
Ray McKinnon,1957,nm0571964,\N,"actor,writer,producer","tt0348914,tt1935179,tt2183404,tt1114680",NA
Ray Park,1974,nm0661917,\N,"actor,stunts,miscellaneous","tt0120915,tt0120903,tt0308208,tt1046173",NA
Ray Romano,1957,nm0005380,\N,"actor,writer,producer","tt0268380,tt1302006,tt0115167,tt5462602","*87.5% Italian
*12.5% French"
Ray Santiago,1984,nm0763631,\N,"actor,producer,director","tt1637688,tt0210075,tt0290002,tt4189022",NA
Ray Stevenson,1964,nm0829032,2023,"actor,soundtrack","tt1416801,tt1509767,tt0450405,tt0800369","English, Irish"
Ray Sullivan,1936,nm1079445,2023,"actor,transportation_department,miscellaneous","tt0388125,tt0114241,tt0348593,tt0119349",NA
